Finding first prime number that should be 23 digits long.

Begin.

71104614713921369135330	|	false
78224234859265683752711	|	false
44103697639656020920577	|	false
8208153673542996004210	|	false
73942725318215190067194	|	false
94268585093111845346593	|	false
8389693283051035370370	|	false
76461173890099083250199	|	false
42906972350679634012365	|	false
47138277334234121821763	|	false
39776101362705795144015	|	false
64786407248171614725532	|	false
90451987054502735007192	|	false
26422298426176411635004	|	false
63771561512592827368394	|	false
43913046631349941888179	|	false
85207103677545801507185	|	false
70052260706558025296306	|	false
80911820349422243465024	|	false
78002253952608877864493	|	false
63049624143456765484666	|	false
53587320681258725179334	|	false
77708073832529665367349	|	false
76445025128628992282860	|	false
31675423899324113279027	|	false
34891621124917986985578	|	false
51195743686714120842835	|	false
14716132079804440079956	|	false
81617499443255736797013	|	false
56519749611648190046315	|	false
80760721596544204761917	|	false
84249875341144819602597	|	false
54846445815213004079596	|	false
81679870225199248244593	|	false
92291943672027446931330	|	false
48890696205568135996737	|	false
89107707833146375285756	|	false
546218021126660958360	|	false
59345928303366720957378	|	false
71967366549422929799925	|	false
95191929307436595815019	|	false
59367185287605390996277	|	true

End.

[Gen] It took 42 attempts to find a prime number under 23 that prime number was: 59367185287605390996277 and it took 0 seconds (72 millis)
